symbol	baseMean	log2FoldChange	lfcSE	pvalue	padj
ING5	1263.042838	0.404201291	0.163070521	0.004813895	0.039427778
INGX	0.322821129	0.00437459	0.31005727	0.96955649	
INHA	15.4901558	-0.119808048	0.303321373	0.366214151	0.623892139
INHBA	6424.010206	-1.817617765	0.437801514	1.61948E-06	0.000113624
INHBA-AS1	9.794092773	0.215462432	0.325744598	0.189388882	0.432824521
INHBB	111.6523458	-0.201269145	0.382552857	0.083853042	0.26188315
INHBC	3.918018147	0.173559667	0.347306	0.168760802	0.403219147
INHBE	674.9845174	-0.036578761	0.307478114	0.577575342	0.79047335
INHCAP	9.362755392	-0.014928939	0.279333538	0.901877722	0.960434075
INIP	765.5578732	-0.047935004	0.158669241	0.72421993	0.877682594
INKA1	151.5122923	0.093226777	0.195531949	0.544894581	0.769019866
INKA2	254.781136	0.107076214	0.208852474	0.497932957	0.736593863
INKA2-AS1	15.69280462	-0.293341598	0.361961138	0.111486794	0.312294027
INMT	329.7877272	-0.091305274	0.314999747	0.324228308	0.584271109
INMT-MINDY4	3.764476504	-0.043700454	0.312304151	0.394044947	0.648189869
INO80	1258.811388	0.127780233	0.154476038	0.342308805	0.602226951
INO80-AS1	0.079681821	-0.002439731	0.311074723	0.925659915	
INO80B	888.8554418	0.327329402	0.275778274	0.0815566	0.257702513
INO80B-WBP1	9.607477008	0.007044084	0.305593947	0.915327809	0.965785473
INO80C	233.7317754	0.126371257	0.185429406	0.402973652	0.657051809
INO80D	337.4541755	0.343929981	0.233275555	0.051574489	0.193823668
INO80E	1599.259938	-0.246614232	0.125009217	0.032825627	0.144424498
INPP1	580.7705722	0.30142471	0.112043162	0.003923745	0.034379425
INPP4A	887.7767851	-0.003882007	0.159374249	0.968051239	0.988405475
INPP4B	494.303208	-0.419751763	0.390321856	0.049385667	0.188400167
INPP5A	994.952903	-0.396333947	0.35323253	0.055429523	0.201980291
INPP5B	786.8455765	0.20869879	0.148882419	0.109696088	0.308596558
INPP5D	2.021167387	-0.100122295	0.320179003	0.257002832	0.514423604
INPP5E	925.9312468	0.00600487	0.165377976	0.967787901	0.988329013
INPP5F	2187.27756	0.159239101	0.155552947	0.24137632	0.496576684
INPP5J	17.95430826	0.136585078	0.284755245	0.375122696	0.632378972
INPP5K	779.172662	0.285385176	0.173403726	0.051870567	0.194172156
INPPL1	7018.545545	0.089874579	0.164509494	0.522337951	0.753306111
INS	0				
INS-IGF2	0				
INSC	672.1166936	-0.010086759	0.290008068	0.916326563	0.965916217
INSIG1	6699.048557	-0.260025065	0.288316468	0.148746184	0.373924201
INSIG1-DT	60.20628142	-0.188571691	0.262617507	0.26422502	0.522100402
INSIG2	1072.26549	-0.545772685	0.340349699	0.015948694	0.089401854
INSL3	0.856900013	-0.091622802	0.320960573	0.249834747	
INSL4	0.183829624	0.001919352	0.310748202	0.976089152	
INSL5	0.547407812	0.096778241	0.327922351	0.135936442	
INSL6	0				
INSM1	0.052134167	-0.013884454	0.311975498	0.824347748	
INSM2	0.281327722	-0.01473069	0.311827854	0.644940894	
INSR	618.370508	0.127678036	0.221603451	0.421586869	0.673875802
INSRR	1.527386322	-0.196199724	0.387076167	0.055848843	0.202944227
INSYN1	153.2306981	0.101332063	0.26475857	0.507523301	0.743752973
INSYN1-AS1	4.455734216	-0.101267067	0.314796087	0.329685976	0.589939957
INSYN2A	9.355930728	-0.124843814	0.290498054	0.390003043	0.645023954
INSYN2B	1113.713569	-1.205616442	0.754723701	0.003704535	0.032971459
INTS1	4691.236302	-0.046875796	0.195163279	0.758736612	0.894351668
INTS10	1428.229333	0.246394508	0.157830424	0.06696583	0.227683821
INTS11	2904.11843	-0.074601103	0.107390462	0.455106518	0.703006361
INTS12	523.3130896	0.07877354	0.148629772	0.531597771	0.7600161
INTS13	696.7671687	-0.640783368	0.144003942	1.53949E-06	0.000110168
INTS14	1176.865779	0.094358733	0.107180848	0.350289771	0.609451848
INTS2	396.3163932	0.045754511	0.184859224	0.760196349	0.894976172
INTS3	2801.604761	0.197871874	0.182054713	0.186969823	0.429683985
INTS4	689.5322783	-0.060194982	0.125051999	0.586192749	0.795365856
INTS4P1	9.373526709	-0.001313509	0.301603018	0.982184099	0.994030202
INTS4P2	1.651564502	0.018598549	0.311979672	0.84400597	0.933939982
INTS5	991.2489606	-0.057713461	0.142249331	0.646191391	0.831593338
INTS6	990.8504659	-0.242992614	0.168721822	0.090922156	0.275887084
INTS6-AS1	37.02633709	-0.543391281	0.241168822	0.004601889	0.038293706
INTS6L	228.1940825	-0.058765481	0.201976148	0.702233558	0.867123678
INTS6L-AS1	1.127730608	-0.04152972	0.303700645	0.616263444	
INTS6P1	0.08552254	-0.001682004	0.311059465	0.923998615	
INTS7	686.0578239	0.159158788	0.15021472	0.227142605	0.48044456
INTS8	1033.286174	-0.542318203	0.16899158	0.000292459	0.005311869
INTS9	399.3728022	-0.025872012	0.141600109	0.836372275	0.931315932
INTS9-AS1	0				
INTU	309.6397908	-0.819989232	0.41852337	0.003707904	0.032987454
INVS	637.0864564	-0.116872279	0.165525339	0.401962839	0.656165002
IP6K1	2123.82968	0.51101713	0.155799946	0.000231717	0.004443286
IP6K2	2490.006762	0.458234111	0.302385535	0.027038802	0.126903353
IP6K3	641.0521254	0.037452965	0.302340089	0.660692391	0.841061349
IPCEF1	2.527877598	0.036761273	0.30297151	0.655807769	0.837903366
IPMK	364.4089487	-0.184294621	0.231443009	0.267069644	0.524851937
IPMKP1	0				
IPO11	590.8579866	-0.303719149	0.163380928	0.031817816	0.14111504
IPO13	1280.789156	0.349090778	0.196208072	0.030089326	0.136125488
IPO4	1520.788487	-0.03290953	0.200693563	0.827746923	0.927440845
IPO5	8236.633708	-0.654425511	0.103751299	1.07777E-10	5.94987E-08
IPO5P1	87.00483967	0.292312152	0.350424922	0.112807319	0.315198326
IPO7	6145.713	0.019349321	0.101319435	0.867551587	0.944742124
IPO7P1	0.224474994	-0.002386637	0.311084055	0.923631649	
IPO7P2	0.222313898	0.002312969	0.310650855	0.964338002	
IPO8	1442.667122	0.148696034	0.117263482	0.175861266	0.414568875
IPO8P1	1.265186607	-0.033943799	0.310839565	0.594538432	
IPO9	3332.995051	-0.300449114	0.198509293	0.064688506	0.222797084
IPO9-AS1	6.161210847	-0.070796402	0.283429692	0.585869624	0.795338962
IPP	318.9416564	-0.357622059	0.169850513	0.0141404	0.082634996
IPPK	340.1580821	0.034029373	0.139723226	0.786268051	0.907978155
IPPKP1	0				
IQANK1	8.635773175	-0.027659952	0.265900076	0.838571017	0.932051648
IQCA1	96.33796308	0.288096684	0.281016401	0.118269329	0.324141508
IQCA1-AS1	0.063802279	-0.014508138	0.312028492	0.824347748	
IQCA1L	0.304559784	-0.003930522	0.310791986	0.90226385	
IQCB1	453.5762437	-0.03557137	0.17452061	0.803178754	0.914521967
IQCB2P	0.032938258	0.011251929	0.311764239	0.971089085	
IQCC	92.93840382	-0.623858742	0.388127437	0.011920029	0.073438204
IQCD	62.43049374	-0.746202981	0.406304761	0.005697873	0.044368963
IQCE	1439.890764	0.321599414	0.145058003	0.012890766	0.077507161
IQCF1	0.045083047	0.012384388	0.311828219	0.971089085	
IQCF2	0				
IQCF3	0				
IQCF4P	0				
IQCF5	0				
IQCF5-AS1	0				
IQCF6	0				
IQCG	232.0153009	-0.394514976	0.282135463	0.04307987	0.172434558
IQCH	66.22741949	-0.304485357	0.313299939	0.105863895	0.301249699
IQCH-AS1	102.3127308	-0.153620255	0.231489907	0.347301327	0.607090013
IQCJ	0.052134167	-0.013884454	0.311975498	0.824347748	
IQCJ-SCHIP1	428.7420409	-0.587710861	0.301297406	0.007608366	0.054086172
IQCJ-SCHIP1-AS1	0				
IQCK	230.1736298	0.533809523	0.178821851	0.000629794	0.009130488
IQCM	0				
IQCN	125.7707833	0.51256116	0.744949386	0.024890647	0.119898045
IQGAP1	9489.030638	-0.180152923	0.187380593	0.251947587	0.508647529
IQGAP2	14.67653006	0.289495709	0.468408348	0.049119374	0.187725676
IQGAP3	855.0590317	-2.931515275	1.072563932	0.000167854	0.003482919
IQSEC1	2112.089989	-0.108173821	0.198284441	0.485446262	0.726835464
IQSEC2	1215.722536	0.182140017	0.209331827	0.254747054	0.511852784
IQSEC3	26.34924854	-0.110988441	0.310360108	0.344733478	0.604667133
IQSEC3P1	1.491561935	0.059497807	0.315351984	0.289174884	0.546859345
IQUB	22.06779328	0.378453931	0.326134318	0.061641278	0.215806198
IRAG1	132.4476305	-3.538185744	0.594663492	1.02861E-10	5.83194E-08
IRAG1-AS1	5.622769024	-0.216152525	0.372951032	0.12345349	0.333098169
IRAG2	1.571446792	-0.086312051	0.326486104	0.102547762	0.295866723
IRAIN	1.357105765	-0.122221988	0.330460576	0.196299894	0.44208979
IRAK1	3454.558024	-0.157209279	0.226816643	0.344289075	0.604190749
IRAK1BP1	153.184819	0.183804591	0.149678952	0.160838891	0.391344428
IRAK2	434.1427143	0.254138644	0.417237643	0.077628029	0.250486594
IRAK3	1409.42531	-0.203534811	0.222593924	0.217957659	0.468619019
IRAK4	574.3508906	0.168883102	0.141479291	0.180325196	0.421301031
IREB2	1956.451616	0.051328381	0.121702369	0.69965812	0.865846136
IRF1	1647.532721	0.711098284	0.363934785	0.005050169	0.040668886
IRF1-AS1	138.3906965	1.178594367	0.360838913	7.09558E-05	0.001862967
IRF2	696.0654402	0.295317272	0.170235294	0.041901705	0.16930161
IRF2-DT	28.67512428	0.047975516	0.229924357	0.760460972	0.894976172
IRF2BP1	1460.022764	0.36699496	0.18073224	0.016231054	0.090557195
IRF2BP2	3762.39106	-0.276698616	0.309618933	0.131175426	0.346399557
IRF2BPL	3300.152728	0.528740101	0.345072561	0.019462945	0.102534824
IRF3	1533.973562	-0.075025743	0.205041888	0.627072029	0.819455368
IRF4	1.312606693	0.077589979	0.316067897	0.300963245	
IRF5	2.614874612	0.062673495	0.309704901	0.427218164	0.678969721
IRF5P1	0				
IRF6	25.00790351	-0.240800756	0.392645486	0.100981906	0.293163357
IRF7	433.9322161	0.172959911	0.173610354	0.234264073	0.488799654
IRF8	0.306418735	-0.009191417	0.311308908	0.824728866	
IRF9	1293.753495	0.254470737	0.155338771	0.05818126	0.208387653
IRGC	0.046695068	-0.01355116	0.311948987	0.824347748	
IRGM	2.398182767	-0.073647514	0.306164757	0.452805033	0.701080816
IRGQ	812.7873036	0.29136796	0.201625607	0.072804343	0.240783462
IRS1	5435.082725	-0.406784317	0.339056832	0.050350668	0.190694404
IRS2	3114.749928	-0.173021542	0.291636099	0.282746681	0.541339771
IRS3P	1.846078115	0.06960544	0.322088996	0.070958818	0.237222963
IRS4	0				
IRX1	19.19399039	0.034363033	0.280438467	0.786794424	0.908053271
IRX1P1	0				
IRX2	0.58047339	0.000299887	0.306950695	0.993187565	
IRX3	2712.780953	-0.563631474	0.437363114	0.020654307	0.106746994
IRX4	0.121166162	-0.011712421	0.311829146	0.862115575	
IRX4-AS1	0				
IRX5	773.0690978	-0.018676152	0.173519413	0.914278089	0.965309062
IRX6	1.115111575	0.044043158	0.308071906	0.539850647	
ISCA1	614.67128	0.4161464	0.172300299	0.005140423	0.041174415
ISCA1P1	0.593997718	-0.001903949	0.311878423	0.926011656	
ISCA1P2	0				
ISCA1P3	0				
ISCA1P4	1.543690057	0.103226778	0.320497129	0.273457738	0.531301762
ISCA1P6	0.044449292	-0.001557871	0.311890209	0.926015701	
ISCA2	590.3883187	-0.394861214	0.188968185	0.012462311	0.075646519
ISCA2P1	1.507528363	-0.126110533	0.330381427	0.202564589	0.449751136
ISCU	2226.432326	0.299676168	0.208037448	0.065660103	0.224957968
ISCUP1	0				
ISG15	428.210413	0.313587627	0.237508007	0.074531152	0.24418468
ISG20	343.5460306	-0.027856501	0.271503635	0.845344827	0.934777256
ISG20L2	998.6966048	0.017943966	0.097114762	0.846574917	0.935397061
ISL1	0				
ISL2	1.120192617	-0.057970203	0.307707596	0.486750832	
ISLR	25.63046045	0.49430599	0.641807091	0.030587389	0.137754882
ISLR2	3.818920472	0.122934404	0.312389379	0.330939466	0.590735118
ISM1	67.53076261	-1.336979762	1.421532789	0.005502094	0.043242236
ISM1-AS1	0.261129704	0.012876985	0.311555649	0.754700551	
ISM2	11.80188091	-3.216236428	0.896517408	1.32675E-05	0.000555541
ISOC1	301.6697978	0.076163488	0.166325846	0.577975082	0.79061398
ISOC2	1510.062283	0.613772284	0.248515385	0.002119071	0.02192072
IST1	3172.939131	0.208600317	0.090204595	0.016178105	0.090357904
ISX	0				
ISY1	905.0571499	-0.103759808	0.156863258	0.443209222	0.692871529
ISY1-RAB43	860.7317275	0.107568548	0.196523347	0.482349564	0.724278431
ISYNA1	2166.770832	0.099721019	0.299009086	0.437442208	0.68837266
ITCH	2168.485346	0.052136061	0.121478368	0.682412093	0.853747667
ITCH-AS1	0				
ITCH-IT1	0.077832669	0.015554359	0.312053572	0.869905633	
ITFG1	2122.907643	0.458333948	0.149401037	0.000649298	0.009310308
ITFG1-AS1	0.537866266	0.0493817	0.313059544	0.481341013	
ITFG2	638.8689324	0.173026565	0.193749834	0.264402312	0.522200577
ITFG2-AS1	5.888066586	0.053462394	0.264389517	0.715476306	0.874549561
ITGA1	3083.085761	-1.057044407	0.386732008	0.000403357	0.006699622
ITGA10	13237.11325	0.220756535	0.259245256	0.2052272	0.453041798
ITGA11	9809.889095	0.09995226	0.30991226	0.375527555	0.632654758
ITGA2	2171.807655	-0.002661905	0.262652029	0.97849505	0.992478557
ITGA2B	40.83988608	-0.177055504	0.33237614	0.209653421	0.458375139
ITGA3	5038.356761	-0.102800818	0.256162777	0.512872198	0.747100742
ITGA4	2064.711508	-0.062943387	0.251239973	0.678278645	0.851344149
ITGA5	28877.6768	-0.577130673	0.20697171	0.000984408	0.012675833
ITGA6	1809.699296	0.034919902	0.288835764	0.766438464	0.898733711
ITGA6-AS1	7.681646189	-2.110122341	1.155984903	0.001784822	0.01937992
ITGA7	731.5765912	0.242869203	0.340288308	0.158506133	0.388088428
ITGA8	325.5659003	-0.032543131	0.287810754	0.773407963	0.901814921
ITGA9	7.100908088	0.046007105	0.302713566	0.608263877	0.808628619
ITGA9-AS1	141.1124719	-0.054294857	0.191672539	0.718635914	0.875792621
ITGAD	0				
ITGAE	312.5613367	-0.009647988	0.185465416	0.94655319	0.978127161
ITGAL	0.457048826	-0.035367821	0.31299668	0.441775174	
ITGAM	0.032938258	0.011251929	0.311764239	0.971089085	
ITGAV	6801.760871	-0.085408317	0.165454721	0.526123743	0.755826345
ITGAX	1.547776735	0.094691124	0.324852942	0.184739728	0.427212617
ITGB1	50419.29063	-0.569378915	0.179866575	0.000363177	0.006249978
ITGB1-DT	10.5312097	-0.529144048	0.499786007	0.02776806	0.128953082
ITGB1BP1	2548.759746	-0.378407011	0.153435798	0.005716066	0.044408751
ITGB1BP2	8.843504706	-0.053270418	0.292803309	0.627159749	0.819518949
ITGB1P1	136.7941419	0.005454511	0.310831936	0.851785336	0.938001611
ITGB2	137.0309257	-0.33461019	0.44360861	0.069454536	0.233571219
ITGB2-AS1	5.483833759	-0.242642255	0.382169387	0.114046071	0.317175989
ITGB3	1786.553436	-0.234808168	0.278832236	0.18406449	0.42633376
ITGB3BP	345.1513609	-0.971730879	0.280059223	4.36036E-05	0.001304873
ITGB4	123.2217751	-0.120747037	0.289974148	0.403194396	0.657254802
ITGB5	9303.841747	-0.028307228	0.143622729	0.824424699	0.925745709
ITGB5-AS1	0				
ITGB6	3.787612542	0.055765977	0.306544855	0.441507369	0.691556565
ITGB7	16.5886007	0.409028164	0.488402976	0.049654166	0.189118486
ITGB8	25.8428506	-0.097767041	0.291585052	0.462995131	0.709025106
ITGBL1	2063.80119	1.148301998	0.280538303	2.97707E-06	0.000182079
ITIH1	0.273600488	-0.007284834	0.310504773	0.897160759	
ITIH2	0				
ITIH3	1.3542007	0.063352644	0.316292037	0.260645272	0.518325578
ITIH4	45.30914059	0.315716922	0.425000179	0.077173921	0.249402556
ITIH4-AS1	0				
ITIH5	10.48369491	0.179799282	0.388918546	0.009145854	0.061553326
ITIH6	0				
ITK	1.773484253	-0.115994042	0.336793271	0.082346235	0.259417229
ITLN1	0				
ITLN2	0				
ITM2A	5.387513977	-0.081437513	0.288825637	0.537225402	0.763870191
ITM2B	7411.862622	0.306191227	0.194102134	0.053143084	0.19682843
ITM2BP1	0				
ITM2C	15426.67671	-0.027631338	0.20094946	0.854372447	0.93955888
ITPA	1367.483032	-0.151486238	0.201156165	0.331179902	0.590923875
ITPK1	1051.149313	0.26431807	0.162448066	0.059061687	0.210252907
ITPK1-AS1	0				
ITPK1P1	0				
ITPKA	1259.237751	0.101434025	0.306008439	0.397464311	0.651763177
ITPKB	334.8749769	0.881222545	0.323221721	0.000566959	0.008459224
ITPKB-AS1	0				
ITPKB-IT1	0				
ITPKC	1049.470195	0.369815022	0.19311461	0.02065318	0.106746994
ITPR1	537.5846846	0.234069378	0.360328581	0.143982819	0.366784649
ITPR1-DT	2.110260108	-0.021223659	0.302232376	0.783029861	0.906326675
ITPR2	511.4248282	0.23144089	0.242022893	0.176733078	0.41610623
ITPR3	3349.572427	-0.441162511	0.326303475	0.035922171	0.152917067
ITPRID1	0				
ITPRID2	3806.00074	0.263166996	0.232385747	0.127564334	0.339599806
ITPRIP	4492.075889	-0.020348988	0.249475299	0.88789776	0.953975316
ITPRIP-AS1	0.300241499	0.028213053	0.313203392	0.558370344	
ITPRIPL1	285.1113544	0.062417227	0.175292206	0.668885359	0.845854305
ITPRIPL2	3472.877889	0.448271174	0.18335786	0.004225293	0.036134608
ITSN1	2068.063454	-0.112938744	0.160515732	0.407157193	0.660450732
ITSN2	675.3582097	0.379306452	0.172397467	0.010576534	0.067977722
IVD	1507.334323	-0.088476194	0.132094409	0.45019214	0.698737105
IVL	0				
IVNS1ABP	2131.687259	-0.18536569	0.215576379	0.253249277	0.510272391
IWS1	1276.291985	0.105648793	0.132644413	0.382221069	0.638445225
IYD	0				
IZUMO1	0.181512119	0.002157798	0.311005442	0.969834363	
IZUMO1R	0.063993056	-0.001600221	0.311888968	0.926015701	
IZUMO2	0				
IZUMO3	0				
IZUMO4	85.35391228	0.313386978	0.330076621	0.101015078	0.293178515
JADE1	922.8048752	-0.05808947	0.189598705	0.69775181	0.864687942
JADE2	1572.933314	1.109104257	0.336399995	6.78624E-05	0.001802961
JADE3	185.9454904	-0.074993164	0.206099346	0.630098009	0.821414317
JADRR	0				
JAG1	331.8780237	0.220361428	0.235740937	0.194367785	0.439730094
JAG2	107.9880066	0.321105229	0.359314393	0.094889921	0.282338416
JAGN1	1405.106299	0.595922516	0.208625501	0.000735409	0.010169688
JAK1	4660.13596	0.060406688	0.138175584	0.62144978	0.816781923
JAK2	446.5816688	0.603211239	0.178581456	0.000150678	0.003205805
JAK3	130.2378806	-0.168626495	0.246849232	0.311693669	0.570258904
JAKMIP1	0.479631757	-0.031054781	0.313258721	0.353885091	
JAKMIP2	430.4180329	-0.107543801	0.209704987	0.493271216	0.733166536
JAKMIP2-AS1	5.927975738	-0.029399762	0.304040878	0.690453574	0.859451437
JAKMIP3	26.12636611	0.749514744	0.522526308	0.009063551	0.061262303
JAM2	1321.107575	0.040364481	0.278625074	0.758376385	0.894128017
JAM3	2277.338296	0.171621312	0.136810056	0.162607854	0.393992556
JAML	0				
JARID2	591.006805	-0.734592584	0.325483184	0.002505643	0.024839143
JARID2-AS1	0.900717854	0.011752215	0.305817635	0.851529196	
JAZF1	1511.517358	-0.467959656	0.313791225	0.02578517	0.122964606
JAZF1-AS1	5.69760766	-0.084709988	0.286887772	0.519676357	0.751873281
JCAD	6572.357813	0.018408694	0.221406403	0.898256662	0.958573011
JCADP1	0				
JCHAIN	0.498755739	-0.034091786	0.313032239	0.531948192	
JCHAINP1	0				
JDP2	2934.082377	0.023048103	0.244886523	0.879701459	0.949640305
JHY	136.6703542	0.209308221	0.241159142	0.218718455	0.469773292
JKAMP	1410.386822	0.452564419	0.143004079	0.00048392	0.007558959
JKAMPP1	0				
JMJD1C	1637.941206	0.469518127	0.179106612	0.002491245	0.024744948
JMJD1C-AS1	59.08574068	-0.183261069	0.236227044	0.272617515	0.530565937
JMJD4	827.0897042	-0.007770336	0.173935914	0.943454467	0.977034497
JMJD6	978.7925026	-0.385882841	0.204390125	0.02045601	0.10618873
JMJD7	170.8312099	-0.273455378	0.217924421	0.102080153	0.294863283
JMJD7-PLA2G4B	320.7322616	0.065927562	0.217284828	0.679794654	0.851804435
JMJD8	2246.636194	0.443582715	0.152419446	0.001069068	0.013373233
JMY	654.5865915	0.555983493	0.393648539	0.019924307	0.104206463
JOSD1	3117.115464	-0.070037882	0.155449363	0.600532958	0.804580211
JOSD2	1092.914836	-0.549686879	0.184477067	0.000607684	0.008865081
JPH1	13.239908	-0.064917119	0.272253817	0.643521556	0.829549683
JPH2	445.4061857	-0.700626359	0.352801085	0.004911399	0.039934625
JPH3	0.649711256	-0.076736911	0.324255846	0.119488279	
JPH4	77.6963919	-0.0084771	0.257713985	0.950850213	0.980232553
JPT1	2411.088955	-1.547693718	0.401561874	6.12123E-06	0.000315506
JPT1P1	0				
JPT2	2271.159524	-0.861968432	0.257532754	7.36704E-05	0.001909485
JPX	517.0035258	-0.009112768	0.198050325	0.949391257	0.979378059
JRK	938.3148078	0.058442473	0.188812746	0.694613397	0.862283584
JRKL	554.5106919	-0.756689065	0.177432364	2.67883E-06	0.000169267
JRKL-AS1	0				
JSRP1	14.69038457	-0.16205328	0.289583477	0.310171319	0.569034126
JTB	3212.798041	0.15644453	0.165375202	0.262840206	0.52061768
JTBP1	0				
JUN	6337.278309	0.072501909	0.262992903	0.589097407	0.797398723
JUNB	7189.036602	0.000535266	0.262775307	0.988855177	0.995657533
JUND	7896.448585	0.172136362	0.239375835	0.292445416	0.550463879
JUP	1144.663337	0.453209876	0.917915101	0.013758456	0.081142786
KAAG1	0				
KALRN	102.9695756	0.020697073	0.250682962	0.892292156	0.955659614
KANK1	979.3503904	-1.04765598	0.455986271	0.001193335	0.014546062
KANK1P1	0.032938258	0.011251929	0.311764239	0.971089085	
KANK2	7997.796567	0.567677602	0.148158635	2.06028E-05	0.000750157
KANK3	19.31355938	-0.181583555	0.341747445	0.184258852	0.426656204
KANK4	4.558028525	-0.153867458	0.36339657	0.026083197	0.12407558
KANSL1	1214.657141	0.112799726	0.127257906	0.339383821	0.599177137
KANSL1-AS1	18.23771231	-0.061243423	0.283163216	0.637617703	0.826236592
KANSL1L	408.942699	0.175987597	0.156499116	0.196899947	0.442766329
KANSL1L-AS1	2.951367758	0.466065656	0.69794442	0.030669555	0.138006419
KANSL2	701.6717557	0.038413201	0.139188858	0.755525156	0.892921819
KANSL3	2149.439308	0.152251154	0.159330197	0.268689298	0.526272605
KANTR	157.0363123	0.170276872	0.217052809	0.294588786	0.552687337
KARS1	3335.618359	-0.291484516	0.138353611	0.018305789	0.097839194
KARS1P1	0				
KARS1P2	1.722427691	-0.218708364	0.405113483	0.056092647	0.203629592
KARS1P3	0				
KASH5	0.126924023	-0.015390819	0.312112476	0.82669126	
KAT14	694.4014484	0.358725268	0.148669543	0.006695417	0.049491355
KAT2A	1468.656192	0.136723003	0.12567615	0.240588389	0.495830948
KAT2B	581.1570407	0.380344133	0.278151035	0.048911988	0.187240088
KAT5	1369.280765	0.09522876	0.11913742	0.385868766	0.641371918
KAT6A	1675.524157	0.396913557	0.254980299	0.034471775	0.149225937
KAT6B	1781.067658	0.012334137	0.24144634	0.944523192	0.977417498
KAT7	1404.284737	0.014408586	0.126075002	0.903937774	0.961473423
KAT7P1	0.632405096	0.00283688	0.310696628	0.93323668	
KAT8	965.5987006	0.15347573	0.099788955	0.103852176	0.297866088
KATNA1	778.7515984	-0.318686631	0.123551687	0.004753276	0.039103617
KATNAL1	912.496347	-0.168316735	0.190635399	0.270551844	0.528526894
KATNAL2	108.5688408	-0.122631242	0.198289913	0.42934575	0.680549862
KATNB1	686.9804162	-0.138098357	0.125887552	0.225266585	0.478167463
KATNBL1	707.5512633	-0.263912582	0.124877913	0.022194258	0.111761339
KATNBL1P1	0				
KATNBL1P2	0				
KATNBL1P3	0				
KATNBL1P4	0				
KATNBL1P5	0				
KATNBL1P6	0.197069721	-0.017873656	0.312385274	0.727063576	
KATNIP	959.2154638	0.10687396	0.179674737	0.468778357	0.712921008
KAZALD1	151.2704319	0.204253958	0.255642693	0.234036793	0.488471181
KAZN	175.6735671	-0.154613188	0.235126803	0.346731952	0.606517863
KAZN-AS1	0				
KBTBD11	297.5682642	1.096107933	0.534587931	0.002054731	0.021459062
KBTBD11-OT1	44.93562041	0.020552732	0.310879048	0.5839049	0.794625818
KBTBD12	0.584304364	-0.020225159	0.308875989	0.689830024	
KBTBD13	0				
KBTBD2	1401.61052	0.107166843	0.141375319	0.393286828	0.647871104
KBTBD3	99.96814269	-1.117387857	0.349803867	9.47811E-05	0.002306632
KBTBD4	791.0770987	0.146278357	0.155387203	0.277706393	0.535846644
KBTBD6	452.6877706	0.000110637	0.172239775	0.994875803	0.998019658
KBTBD7	276.3078553	0.122890106	0.206843516	0.438541468	0.689424768
KBTBD8	22.90793237	0.130406149	0.298199499	0.357605471	0.616471984
KC6	8.560507157	-0.019047997	0.300487465	0.816240193	0.921267165
KC877392.1	0.063802279	-0.014508138	0.312028492	0.824347748	
KC877982.1	0				
KCCAT198	3.287669082	-2.192710113	1.021662506	0.001356581	0.015978867
KCMF1	1961.412112	-0.089855437	0.155781836	0.504125111	0.741206657
KCNA1	1.952656058	-0.135394988	0.353860922	0.016555363	0.091659645
KCNA10	0				
KCNA2	0.103224623	-0.00368504	0.311101237	0.923054032	
KCNA3	0.837378884	-0.062555346	0.317208462	0.2450074	
KCNA4	0.071676445	0.015243802	0.312024307	0.871020501	
KCNA5	0				
KCNA6	4.622334246	-1.547345064	1.443319899	0.00611883	0.046467359
KCNA7	2.278010685	-0.216870682	0.403126567	0.054036101	0.199046412
KCNAB1	0.738792083	-0.043745846	0.309663815	0.512352669	
KCNAB1-AS1	0				
KCNAB1-AS2	0				
KCNAB2	471.4047031	0.139135048	0.204507596	0.378504326	0.634561156
KCNAB3	270.5001465	-0.286395273	0.246038476	0.104888334	0.299605468
KCNB1	34.29120421	-0.098957483	0.310855676	0.359774146	0.618325012
KCNB2	0.16054084	0.015302155	0.312055914	0.86679436	
KCNC1	12.35051141	0.134640759	0.346769751	0.07527476	0.245661778
KCNC2	0.063802279	-0.014508138	0.312028492	0.824347748	
KCNC3	115.6219042	-0.179416576	0.322800766	0.228913684	0.481950146
KCNC4	82.05432344	-0.351237666	0.314558803	0.073680458	0.242419801
KCND1	297.8157311	-0.049796317	0.242516938	0.741648546	0.885763504
KCND2	1.293085687	-0.03646703	0.307620947	0.578547631	
KCND3	135.2951505	-0.331997184	0.653619873	0.002716548	0.026293742
KCND3-AS1	0				
KCND3-IT1	0				
KCNE1	3.065024597	0.088223915	0.311691334	0.369488737	0.627063726
KCNE1B	2.856613218	-0.002960022	0.301312922	0.967284241	0.988024663
KCNE2	5.238555963	-0.002396792	0.295919803	0.975350007	0.991562513
KCNE3	68.34341381	-0.006129541	0.239715819	0.965481626	0.986967221
KCNE4	291.312791	1.49010103	0.733185481	0.001469033	0.016844399
KCNE5	5.245450377	0.303889097	0.415735934	0.088986332	0.272082098
KCNF1	20.85367041	-0.114398791	0.330837969	0.172370131	0.409128564
KCNG1	2019.691056	-0.156210114	0.277201117	0.330223955	0.590322807
KCNG2	0.60638718	0.00781959	0.308548728	0.870888776	
KCNG3	0.652630618	0.028939252	0.307329859	0.664515724	
KCNG4	0.032532321	0.011205897	0.311761925	0.971764903	
KCNH1	69.70984323	-0.354956614	0.578366122	0.028848226	0.13224305
